ghsa_stn|riv_basin|country|agency|state|agency_id|site_name|district|site_type1|agency_area|river|site_type2|agency_lat|agency_lon|basinShort|basinCode|hydrosh_pf|ghsa_locchk|ghsa_rivchk|ghsa_lmark|ghsa_lmark_lat|ghsa_lmark_lon|ghsa_lmark_dist|ghsa_reloc|ghsa_lat|ghsa_lon|ghsa_area|hydro_area|merit_lat|merit_lon|merit_area|disc_agency|disc_merit|ghsa_netchk|merit_netchk|qc1|qc2|qc3|qc4|qc5|qc6|ghsa_group
IN-gang_bank1|Ganga|IN|CWC|Bihar|CW1KOS001094|Banka|Banka|HO||Chandan|GDSQ|26.1117|86.5475|gang|x2A|PF12-4120926910|||GM, Banka town south|24.88679|86.92058|141.26|141.8051|24.88541|86.93538||1012.4|24.885|86.935|970.6|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_bank2|Ganga|IN|CWC|Bihar|CW1GAN001189|Bankaghat|Patna|HO/FF||Ganga|GD|25.5467|85.2797|gang|x2A|PF12-4121496420|||GM, Banka Ghat CWC site nearby|25.54712|85.27936|0.06|0|25.5467|85.2797||76.7|25.5467|85.2797|0|-1000000|-1000000|unreliable network|complex river network|0|0|0|1|1|1|G4
IN-gang_banpu|Ganga|IN|CWC|West Bengal|CW1BHG001245|Banpur|Nadia|HO||Padma/Mathabanga|GDSQ|24.1083|87.7989|gang|x2A|PF12-4120950900||near Dwaraka river|no landmark found||||0|24.1083|87.7989||0.2|24.1083|87.7989|0.2|-1000000|-1000000|||0|1|1|1|0|0|G4
IN-gang_bansi|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000232|Bansi|Siddarthnagar|FF|9575|Ganga/Ghaghra/Rapti|GDQ|27.1894|82.9397|gang|x2A|PF12-4120855330|||GM, Bansi town south|27.17607|82.93205|1.66|5.4633|27.19767|82.88525|9165.2|9178.1|27.18916|82.94084|10594.9|-4.3|-13.5|||1|1|1|1|1|1|G3
IN-gang_baran|Ganga|IN|CWC|Rajasthan|CW1BAN000049|Baranwada|Sawaimadhopur|HO|50524|Ganga/Yamuna/Chambal/Banas|GDSQ|26|76.6667|gang|x2A|PF12-4120895960|||GM, Baranwada town west|26.00197|76.65787|0.91|0.3088|26.00195|76.6645|47352.7|47443|26|76.665|47480.9|-6.3|-0.3|||1|1|1|1|1|1|G1
IN-gang_barch|Ganga|IN|CWC|Uttar Pradesh|CW1YAL001258|Barcha|Banda|HO|1525|Yamuna|G|25.1394|80.4783|gang|x2A|PF12-4120918280||on Baghain river|GM, Barchha town south|25.1329|80.48052|0.76|0.2934|25.13955|80.48121|1484.6|1486.6|25.14001|80.47832|1481.7|-2.6|0.2|||1|1|1|1|1|1|G1
IN-gang_barei|Ganga|IN|CWC|Uttar Pradesh|CW1RAM000145|Bareilly|Bareilly|FF|18340|Ganga/Ramganga|GDSQ|28.2992|79.3667|gang|x2A|PF12-4120822850|||GM, Bareilly town north east|28.35431|79.41439|7.7|0.2453|28.29792|79.36874|18719.3|18738.3|28.29666|79.36834|18224|2.1|2.7|||1|1|1|1|1|1|G1
IN-gang_baret|Ganga|IN|CWC|Rajasthan|CW1YAM001149|Baretha|Dholpur|HO|3101|Yamuna|G|25.9081|77.9311|gang|x2A|PF12-4121478330||on Uttangan or Gambhir river|GM, Bretha town north|26.89699|77.9136|109.97|112.389|26.91873|77.91455|7093.3|7098.4|26.91666|77.91664|11574.8|128.7|-38.7|||1|1|1|1|1|0|G4
IN-gang_barhp|Ganga|IN|CWC|Bihar|CW1GAN001180|Barh/ Pandarak|Patna|FF||Ganga|G|25.5125|85.7456|gang|x2A|PF12-4121496460|||GM, Barh town south west Pundarakh town south east|25.47538|85.70702|5.66|0.736|25.50623|85.74795||779186.5|25.51416|85.74579|777124.3|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_bario|Ganga|IN|CWC|West Bengal|CW1BHG001219|Bariol|N.Dinajpur|HO||Mahananda|G|25.8958|88.0917|gang|x2A|PF12-4121492030|uncertain location; CWC station outside of India||no landmark found||||0.6546|25.89374|88.09783||1115.9|25.89497|88.09833|1049.6|-1000000|-1000000|||0|1|1|0|0|1|G4
IN-gang_bariy|Ganga|IN|CWC|Bihar|CW1GAN001187|Bariyarpur|Munger|HO||Ganga|G|24.9156|87.1156|gang|x2A|PF12-4120916470|||GM, Bariarpur town north west|25.29211|86.57095|69|67.6249|25.2937|86.58956||812561.8|25.29418|86.58583|812039.8|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_barki|Ganga|IN|CWC|Jharkhand|CW1DAM000588|Barkisuraiya|Giridih|HO|2680|Bhagirathi/Damodar/Barakar|GD|24.2203|85.9039|gang|x2A|PF12-4120947630|||GM, Barki Sariya town south|24.17306|85.9003|5.27|0.3261|24.22288|85.90237|2680.6|2685|24.22168|85.90417|2686|0|-0.2|||1|1|1|1|1|1|G1
IN-gang_baro1|Ganga|IN|CWC|Rajasthan|CW1KAS000173|Barod|Kota|HO|24713|Ganga/Yamuna/Chambal/Kalisindh|GDSQ|25.3833|76.3339|gang|x2A|PF12-4120912460|||GM, Barod town west|25.38746|76.31185|2.26|1.1278|25.38123|76.32291|24181.8|24236.3|25.38332|76.32418|24607.8|-2.1|-1.7|||1|1|1|1|1|1|G1
IN-gang_baro2|Ganga|IN|CWC|Rajasthan|CW1KAS000917|Barodiya|Jhalwar|HO|8331.9|Yamuna/Ujar|G|24.65|76.4833|gang|x2A|PF12-4121507010||near Parvan river not Ujar river|GM, Barodiya town north|24.75573|76.53976|13.07|4.4303|24.65166|76.5271|8311.3|8329.1|24.65173|76.52833|8286.5|-0.2|0.3|||1|1|1|1|1|1|G1
IN-gang_baroo|Ganga|IN|CWC|Madhya Pradesh|CW1YAL000927|Barood|Guna|HO|813|Yamuna/Sindh|G|25.2417|79.2917|gang|x2A|PF12-4120943630|||GM, Barod town south west|24.34401|77.49998|206.58|206.1826|24.3479|77.50208|527.4|528.1|24.34583|77.49999|540.8|-35.1|-2.5|||1|1|1|1|1|1|G3
IN-gang_basan|Ganga|IN|CWC|Uttar Pradesh|CW1RAM001357|Basantpur|Bijnaur|HO|1380|Ganga|GDSQ|28.4331|79.3492|gang|x2A|PF12-4120797070|||GM, Basantpur town north west|29.0814|78.12339|139.55|144.8347|29.08124|78.06041|28148.6|28170.9|29.08251|78.06248|27516.9|1939.8|2.3|||1|1|1|1|1|1|G3
IN-gang_basod|Ganga|IN|CWC|Madhya Pradesh|CW1YAL000338|Basoda|Vidisha|HO|7525|Ganga/Yamuna/Betwa|GD|23.8872|77.9203|gang|x2A|PF12-4121517550|||GM, Basoda town south|23.85154|77.92592|4.01|0.2506|23.88544|77.91876|7714|7709.6|23.88756|77.92|7632.2|2.5|1.1|||1|1|1|1|1|1|G1
IN-gang_basti|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000032|Basti|Basti|HO|3005|Ganga/Ghaghra/Kwano|GDQ|26.7844|82.7125|gang|x2A|PF12-4120871320|||GM, Basti town north east|26.81286|82.75828|5.54|0.2347|26.78542|82.71457|2883.4|2885.4|26.78417|82.7125|2371.4|-4|21.6|||1|1|1|1|1|1|G3
IN-gang_basua|Ganga|IN|CWC|Bihar|CW1KOS000043|Basua|Supaul|HO/FF|61900|Ganga/Kosi|G|26.1472|86.5483|gang|x2A|PF12-4120892840|||GM, Basua school south|26.10623|86.54914|4.56|4.3204|26.15627|86.50621|56556.4|56641.9|26.13583|86.53083|56128.2|-8.6|0.8|||1|1|1|1|1|1|G1
IN-gang_bates|Ganga|IN|CWC|Uttar Pradesh|CW1YAM001133|Bateswar|Agra|HO|78021|Yamuna|G|26.9408|78.5736|gang|x2A|PF12-4120864240|||GM, Bateshwar town west|26.93478|78.54329|3.08|0.3765|26.93955|78.57713|78318.8|78428.7|26.94084|78.57417|79133|0.4|-1|||1|1|1|1|1|1|G1
IN-gang_bathn|Ganga|IN|CWC|Bihar|CW1BHG001493|Bathnaha|Araria|HO|710|Parman|G|25.7708|87.4769|gang|x2A|PF12-4120883380||unable to verify|GM, Bathnaha town north west|26.35303|87.23435|69.13|69.0431|26.36048|87.26041||755.6|26.35916|87.25834|674.4|-1000000|-1000000||unreliable network|1|1|0|1|1|0|G4
IN-gang_batpu|Ganga|IN|CWC|Uttar Pradesh|CW1GOM000283|Batpurwaghat|Sitapur|FF|6615|Ganga/Gomti|GDS|27.1911|80.8|gang|x2A|PF12-4120860680|||GM, Bhatpur town west|27.1821|80.78375|1.89|0.267|27.18957|80.80208|7517.4|7527.2|27.19084|80.79917|6906|13.6|8.9|||1|1|1|1|1|1|G2
IN-gang_bazar|Ganga|IN|CWC|West Bengal|CW1BHG000023|Bazarsou (seasonal)|Murshidabad|HO|2400|Bhagirathi/Babla|GD|23.8572|88.1658|gang|x2A|PF12-4120961410|||GM, Bazarsau town north east|23.87171|88.18436|2.48|0.0335|23.8575|88.16583||0.6|23.8575|88.16583|9308.6|-1000000|-1000000|unreliable network|complex river network|1|0|0|1|1|1|G4
IN-gang_bedep|Ganga|IN|CWC|West Bengal|CW1BHG000117|Bedepara|Murshidabad|HO|1052680|Padma|G|24.1392|88.6969|gang|x2A|PF12-4121514710|||no landmark found||||10.2355|24.13954|88.79777||942791.9|24.13834|88.79503|940134.3|-1000000|-1000000|unreliable network||1|0|1|1|0|1|G4
IN-gang_belsa|Ganga|IN|CWC|Bihar|CW1KOS001334|Belsand|Shivhar|HO||Bagmati|GD|26.5106|85.3508|gang|x2A|PF12-4120881080|||GM, Belsand town south east|26.45172|85.40307|8.36|0.1304|26.51035|85.35208||4817.3|26.51082|85.3525|4933.7|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_benib|Ganga|IN|CWC|Bihar|CW1KOS000148|Benibad|Muzaffarpur|HO/FF|6160|Ganga/Kosi/Bagmati|GD|26.1447|85.6925|gang|x2A|PF12-4120890890|||GM, Benibad police station nearby|26.1457|85.69164|0.14|2.3692|26.14083|85.66916||1.5|26.14083|85.66916|5760.3|-1000000|-1000000|unreliable network|complex river network|1|0|0|1|1|1|G4
IN-gang_berh1|Ganga|IN|CWC|Jharkhand|CW1BHG000051|Berhait|Sahibganj|HO|1178|Ganga/Gumani|GD|24.8886|87.5947|gang|x2A|PF12-4120927300|||GM, Barhait town east|24.89046|87.60426|0.99|0.1466|24.88959|87.59374|595.5|595.7|24.88834|87.59499|588.4|-49.4|1.2|||1|1|1|1|1|1|G3
IN-gang_berh2|Ganga|IN|CWC|West Bengal|CW1BHG000112|Berhampore|Murshidabad|HO|3370|Bhagirathi|GDSQ|24.0911|88.2431|gang|x2A|PF12-4120955460|||GM, Berhampore town nearby|24.0974|88.26582|2.41|0.1804|24.08959|88.24375||3504.4|24.09084|88.24332|3067.4|-1000000|-1000000||complex river network|1|1|0|1|1|1|G4
IN-gang_beria|Ganga|IN|CWC|Jharkhand|CW1DAM000916|Beria|Giridih|HO||Besia/Barakar|GD|23.7839|86.7089|gang|x2A|PF12-4121519110||unable to verify|no landmark found||||0|23.7839|86.7089||0.2|23.7839|86.7089|0|-1000000|-1000000|||0|1|1|1|0|0|G4
IN-gang_betal|Ganga|IN|CWC|Uttarakhand|CW1RAM001362|Betalghat|Almorah|HO|379|Ramganga/Kosi|G|29.5528|79.0333|gang|x2A|PF12-4121443140|||GM, Betalghat business east|29.52986|79.23548|19.72|19.6974|29.53124|79.2354|1572.6|1572.8|29.53166|79.23581|1590.1|314.9|-1.1|||1|1|1|1|1|1|G3
IN-gang_bewar|Ganga|IN|CWC|Uttar Pradesh|CW1UGO000167|Bewar|Manipuri|HO|8495|Ganga/kali|GD|27.2333|79.3333|gang|x2A|PF12-4121473450|||GM, Bewar town south east|27.21969|79.30057|3.57|0.306|27.23537|79.33126|8776.3|8781.2|27.23333|79.33333|8269.5|3.3|6.1|||1|1|1|1|1|1|G2
IN-gang_bhaga|Ganga|IN|CWC|Bihar|CW1GAN000119|Bhagalpur|Bhagalpur|FF|939250|Ganga|G|25.2692|87.0133|gang|x2A|PF12-4120915230|||GM, Bhagalpur town nearby|25.24603|86.989|3.55|1.3472|25.28126|87.01458|814302.6|815752.2|25.27583|87.01415|815213.9|-13.3|-0.1|||1|1|1|1|1|1|G2
IN-gang_bhalu|Ganga|IN|CWC|West Bengal|CW1BHG001286|Bhaluka|Malda|HO||Mahananda/Fulhar|GD|25.2675|87.8675|gang|x2A|PF12-4120921230|||GM, Bhaluka town north east|25.28122|87.87695|1.8|0.9705|25.2687|87.87706||13271.4|25.26832|87.87417|13210.1|-1000000|-1000000||complex river network|0|1|0|1|1|1|G4
IN-gang_bhatp|Ganga|IN|CWC|Uttar Pradesh|CW1RAM001410|Bhatpura|Rampur|HO|273|Ramganga/Buar|G|29.2144|79.5383|gang|x2A|PF12-4120804940||on Kosi river|GM, Bhatpura town south west|28.89669|78.99638|63.42|62.4726|28.89392|79.01041|2451|2441.9|28.89331|79.00834|2630.8|797.8|-6.8|||1|1|1|1|1|0|G4
IN-gang_bhiki|Ganga|IN|CWC|Uttarakhand|CW1RAM000613|Bhikiasen|Almora|HO|1625|Ganga/Ramganga|G|29.6972|79.2608|gang|x2A|PF12-4120778430|||GM, Bhikiyasan town south east|29.69201|79.26882|0.97|0.0877|29.69792|79.26043|1650.7|1649.9|29.69751|79.26083|1629.2|1.6|1.3|||1|1|1|1|1|1|G1
IN-gang_bhind|Ganga|IN|CWC|Madhya Pradesh|CW1YAL000183|Bhind|Bhind|HO|5568|Ganga/Yamuna/Sind/Kunwari|GD|26.6078|78.8567|gang|x2A|PF12-4121481940|||GM, Bhind town south west|26.55989|78.79132|8.41|0.2914|26.61039|78.85625|6310.6|6320.1|26.6075|78.85668|6352.2|13.3|-0.7|||1|1|1|1|1|1|G2
IN-gang_bhing|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000316|Bhinga|Srawasti|HO|6151|Ganga/Ghaghra/Rapti|GD|27.6867|81.8261|gang|x2A|PF12-4120841490|||GM, Bhinga town east|27.70192|81.93177|10.54|0.1729|27.68541|81.82708|7405.5|7413.2|27.68667|81.82666|7059|20.4|4.9|||1|1|1|1|1|1|G2
IN-gang_bhita|Ganga|IN|CWC|Uttar Pradesh|CW1UGO000206|Bhitaura|Fatehpur|HO|90444|Ganga|GDSQ|26.0431|80.8542|gang|x2A|PF12-4120891070|||GM, Bhitaura town nearby|26.03101|80.85375|1.35|0.4437|26.03957|80.85627|89779.7|89896.9|26.04247|80.85751|89634.6|-0.7|0.2|||1|1|1|1|1|1|G1
IN-gang_bhojp|Ganga|IN|CWC|Uttar Pradesh|CW1RAM001335|Bhojpur|Moradabad|HO|336|Ramganga/Dehla|GD|28.4722|78.8167|gang|x2A|PF12-4120801500|||GM, Bhojpur town north|28.94762|78.82111|52.87|51.9972|28.93979|78.81046|681.5|681.8|28.94001|78.8175|604.9|102.8|12.7|||1|1|1|1|1|1|G3
IN-gang_bhuta|Ganga|IN|CWC|Bihar|CW1KOS001326|Bhutahi (Indo-Nepal  Border)|Sitamarhi|HO||Lakheandehi|GD|26.8481|85.5783|gang|x2A|PF12-4121481710||unable to verify|GM, Bhutahi town south|26.73002|85.55496|13.33|14.2325|26.72416|85.54249||0.2|26.72416|85.54249|371.6|-1000000|-1000000|unreliable network||0|0|1|1|1|0|G4
IN-gang_bigod|Ganga|IN|CWC|Rajasthan|CW1BAN000370|Bigod|Bhilwara|HO|14338|Ganga/Yamuna/Chambal/Banas|GD|25.2506|75.035|gang|x2A|PF12-4120915320|||GM, Bigod town west|25.25916|75.0124|2.46|0.2996|25.24793|75.0354|13750.8|13778.2|25.25|75.03502|13772.5|-4.1|-0.2|||1|1|1|1|1|1|G1
IN-gang_bijro|Ganga|IN|CWC|Madhya Pradesh|CW1YAL001136|Bijroni|Shiv Puri|HO|3075|Yamuna/Sindh|G|24.9958|77.6011|gang|x2A|PF12-4120920030|||GM, Vijroni or Bijrauni towwn south|24.92342|77.64195|9.04|0.3985|24.99788|77.59788|3042.2|3044.8|24.99584|77.5975|3075.9|-1.1|-1.1|||1|1|1|1|1|1|G1
IN-gang_bilha|Ganga|IN|CWC|Uttar Pradesh|CW1GOM001314|Bilhaur|Kanpur|HO|1178|Ganga/Isan|GD|26.8553|80.5017|gang|x2A|PF12-4120866190|||GM, Bilhaur town west|26.84404|80.07211|42.64|42.1303|26.8562|80.07701|1890.9|1891.8|26.85084|80.07663|2388.3|60.5|-20.8|||1|1|1|1|1|1|G3
IN-gang_birah|Ganga|IN|CWC|Uttarakhand|CW1ARA001325|Birahi|Chamoli|HO|290|Birahi|G|30.4075|79.3889|gang|x2A|PF12-4120753000|||GM, Birahi town nearby|30.40821|79.38954|0.1|0.4842|30.40626|79.39374|292.5|292.8|30.4075|79.38917|295.6|0.9|-1|||1|1|1|1|1|1|G1
IN-gang_birdg|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000033|Birdghat|Gorakhpur|HO/FF|20093|Ganga/Ghaghra/Rapti|GDSQ|26.73|83.3514|gang|x2A|PF12-4120874710|||no landmark found||||0.3685|26.73115|83.34792|21723.1|21755.6|26.73001|83.34916|22068.6|8.1|-1.6|||1|1|1|1|1|1|G1
IN-gang_birha|Ganga|IN|CWC|Uttar Pradesh|CW1YAL001260|Birha(Tigada)|Banda|HO|4186|Yamuna|G|24.2986|79.965|gang|x2A|PF12-4120942740||on Ken river|GM, Tighara town nearby|24.2953|79.96372|0.39|0.3857|24.29796|79.96874|4159.5|4166.7|24.29833|79.965|4188.7|-0.6|-0.7|||1|1|1|1|1|1|G1
IN-gang_birpu|Ganga|IN|CWC|Bihar|CW1KOS000085|Birpur|Supaul|HO|50710|Ganga/Kosi|G|26.52|86.9314|gang|x2A|PF12-4121483650|uncertain location; CWC station outside of India||GM, Birpur town east|26.5158|87.00588|7.43|1.3201|26.53124|86.92713||55962.4|26.52667|86.92667|55480.9|-1000000|-1000000||unreliable network|1|1|0|0|1|1|G4
IN-gang_bishn|Ganga|IN|CWC|West Bengal|CW1DAM001434|Bishnupur|Bankura|HO||Dwarkeshwar|G|23.1144|87.3122|gang|x2A|PF12-4120980310|||GM, Bishnupur town south|23.071|87.31866|4.87|0.2402|23.11459|87.31454||2167.2|23.11496|87.31337|2155.2|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_bishu|Ganga|IN|CWC|Bihar|CW1KOS000965|Bishunpur|Darbhanga|HO|6650|Bagmati|G|26.0192|85.8025|gang|x2A|PF12-4120891760|uncertain location; station closer to Shanti river than Bagmati river||GM, Bishanpur town north|26.05239|85.80565|3.7|1.803|26.03541|85.80207|8076.3|8086.3|26.03667|85.80414|6335.7|21.4|27.5|||1|1|1|0|1|1|G4
IN-gang_biswa|Ganga|IN|CWC|West Bengal|CW1BHG000047|Biswanathpur|Murshidabad|HO|1051380|Padma|G|24.4575|88.1375|gang|x2A|PF12-4120940160|||no landmark found||||2.7514|24.46029|88.16451|928173.5|929815.8|24.46415|88.16583|928477.3|-11.7|0|||1|1|1|1|0|1|G4
IN-gang_bkgha|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000058|B.K. Ghat|Bahraich|FF|43804|Ganga/Ghaghra|GD|28.2667|81.0833|gang|x2A|PF12-4120821760|||no landmark found||||0.7277|28.27297|81.08543||49405.2|28.27412|81.08665|49098.2|-1000000|-1000000||complex river network|1|1|0|1|0|1|G4
IN-gang_borkh|Ganga|IN|CWC|Rajasthan|CW1CHU001061|Borkhandi|Kota|HO|156|Yamuna/Chanderloi|G|25.1833|75.9167|gang|x2A|PF12-4120917410|||GM, Borkhandi town nearby|25.18202|75.91464|0.25|1.8972|25.18127|75.93542|648.1|647.6|25.18246|75.93502|625.7|315.4|3.6|||1|1|1|1|1|1|G3
IN-gang_brahm|Ganga|IN|CWC|Uttarakhand|CW1ARA001324|Brahmkhaal|Uttarkashi|HO|57|Dusk|G|30.695|78.2975|gang|x2A|PF12-4120746970||on Khurmala Gad river|OSM, Brahmkhal towwn nearby|30.6984|78.3011|0.51|0.1282|30.6939|78.2979|64.9|62.2|30.695|78.2975|57|13.9|13.9|||0|1|1|1|1|0|G4
IN-gang_bulak|Ganga|IN|CWC|Uttar Pradesh|CW1YAL000895|Bulakipura|Auraiya|HO|4582|Yamuna|G|25.6781|79.3283|gang|x2A|PF12-4120901140|||no landmark found||||0|25.6781|79.3283||0.4|25.6781|79.3283|0|-1000000|-1000000|||1|1|1|1|0|1|G4
IN-gang_buxar|Ganga|IN|CWC|Bihar|CW1GHG000003|Buxar|Buxar|HO/FF|604630|Ganga|GDSQ|25.58|84.7883|gang|x2A|PF12-4120903720|||GM, Buxar town west|25.56504|83.98267|80.82|82.2026|25.57292|83.96876|509396.5|510315.8|25.575|83.96502|511517.3|-15.8|-0.4|||1|1|1|1|1|1|G3
IN-gang_chach|Ganga|IN|CWC|Madhya Pradesh|CW1SON001112|Chachar|Singrauli|HO||Mear|GD|23.9953|82.5339|gang|x2A|PF12-4120953820|on Mayar river||GM, Chachar town south|23.97265|82.53165|2.53|0.7135|23.99373|82.52709||566.2|23.99581|82.53333|554.4|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_chakg|Ganga|IN|CWC|Uttar Pradesh|CW1TON000940|Chakghat|Allahabad|HO||Tons|G|25.0333|81.7347|gang|x2A|PF12-4120922980|||GM, Chakghat town west|25.0415|81.72045|1.7|0.2423|25.03123|81.73545||10583.9|25.03167|81.73496|10607.3|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_chami|Ganga|IN|CWC|Uttarakhand|CW1ARA001340|Chamiyala|Tehri|HO|461|Balganga|G|30.4731|78.6306|gang|x2A|PF12-4120751880|||GM, Chamiyala town north|30.47958|78.6274|0.78|0.0654|30.47292|78.63125|474.2|469.7|30.47334|78.63083|459.7|2.9|3.2|||1|1|1|1|1|1|G1
IN-gang_chan1|Ganga|IN|CWC|Jharkhand|CW1DAM001435|Chandrapura|Bokaro|HO||Damodar|GD|23.7306|86.1222|gang|x2A|PF12-4120962740|||GM, Chandrapura town north|23.74592|86.11841|1.75|0.1127|23.73125|86.12305||7080.7|23.73|86.12249|7052.3|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_chan2|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000659|Chandradeepghat|Gonda|FF|1100|Ganga/Ghaghra/Kwano|G|27.1356|82.5339|gang|x2A|PF12-4121475270|uncertain location; not by a river|unable to verify|GM, Chandradeep town west|27.12627|82.49833|3.67|2.3527|27.11457|82.53129|1195.7|1196.6|27.1175|82.53251|848.7|8.7|40.9|||1|1|1|0|1|0|G4
IN-gang_chan3|Ganga|IN|CWC|Madhya Pradesh|CW1YAL001007|Chandarpur|Gwalior|HO|11911|Yamuna|GD|25.8361|80.4222|gang|x2A|PF12-4120895970||on Sindh river|GM, Chandpur town west in Gwalior district|25.84545|78.37981|204.4|203.8288|25.84375|78.38548|11860.5|11880.6|25.84167|78.39169|11866|-0.4|0|||1|1|1|1|1|1|G3
IN-gang_chanp|Ganga|IN|CWC|Bihar|CW1GAN000004|Chanpatia|West Champaran|HO|1464|Ganga/Burhi Gandak|GD|26.9606|84.5358|gang|x2A|PF12-4120862620|||GM, Chanpatial town south|26.94707|84.53908|1.54|0.0399|26.96044|84.53544|1425.6|1427.1|26.96083|84.53588|1858.6|-2.6|-23.3|||1|1|1|1|1|1|G3
IN-gang_chans|Ganga|IN|CWC|Madhya Pradesh|CW1SON001019|Chansura|Umariya|HO||Sone|G|23.8669|80.2158|gang|x2A|PF12-4121517390|||no landmark found||||0|23.8669|80.2158||1.6|23.8669|80.2158|0|-1000000|-1000000|||0|1|1|1|0|1|G4
IN-gang_chapk|Ganga|IN|CWC|Uttar Pradesh|CW1UGO001346|Chapkoli|Ghaziabad|HO|1513|Kali|GD|28.6917|77.85|gang|x2A|PF12-4120811200|||GM, Chhapokali town south east|28.68822|77.85532|0.65|0.3065|28.68965|77.8479||1743.6|28.6917|77.84832|2004.2|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-gang_chapr|Ganga|IN|CWC|West Bengal|CW1BHG000113|Chapra|Nadia|HO|4500|Bhagirathi/Jalangi|GDSQ|23.5042|88.5514|gang|x2A|PF12-4121522710|||GM, Chapra town north|23.51734|88.54818|1.5|1.6451|23.5061|88.5354||2382.1|23.50414|88.55084|2198.5|-1000000|-1000000|unreliable network|unreliable network|1|0|0|1|1|1|G4
IN-gang_charg|Ganga|IN|CWC|Bihar|CW1BHG000307|Chargharia|Kishanganj|HO|1070|Ganga/Mahananda/W.Kankai|G|26.1606|87.705|gang|x2A|PF12-4120891510|||GM, Chargharia town nearby|26.15823|87.70553|0.27|0.1267|26.1604|87.70625|1131.8|1129.6|26.16005|87.70587|2436|5.8|-53.5|||1|1|1|1|1|1|G3
IN-gang_chati|Ganga|IN|CWC|Bihar|CW1GAN000149|Chatia|East Champaran|HO/FF|39698|Ganga/Gandak|G|26.5322|84.5589|gang|x2A|PF12-4120877460|||GM, Chatia Barharwa town east|26.53627|84.56626|0.86|1.5249|26.51869|84.55627|40381.5|40440.1|26.52084|84.55666|39296|1.7|2.8|||1|1|1|1|1|1|G1
IN-gang_chaug|Ganga|IN|CWC|Uttar Pradesh|CW1GHA001302|Chaugurji Ghat|Lakhimpur|HO|43559|Ghagra|G|28.3933|81.0075|gang|x2A|PF12-4120820970|||no landmark found||||2.7581|28.38966|81.03539||3077.9|28.38917|81.02583|2884.3|-1000000|-1000000|unreliable network|complex river network|1|0|0|1|0|1|G4
IN-gang_chauh|Ganga|IN|CWC|Uttar Pradesh|CW1GHA001385|Chauhaan Patti|Deoriya|HO|632|Rapti|GD|26.6956|83.9833|gang|x2A|PF12-4120872590||on Khanua river|no landmark found||||0.3287|26.69792|83.98125||527|26.69667|83.98|170.1|-1000000|-1000000|unreliable network|unreliable network|1|0|0|1|0|0|G4
IN-gang_chhap|Ganga|IN|CWC|Bihar|CW1GAN000521|Chhapra|Saran|FF|127825|Ganga/Ghaghra|G|25.7542|84.7169|gang|x2A|PF12-4120902350|||GM, Chapra town north|25.77943|84.73845|3.54|1.2375|25.74335|84.71415||654552.2|25.74335|84.71415|653832.9|-1000000|-1000000||complex river network|1|1|0|1|1|1|G4
IN-gang_chhat|Ganga|IN|CWC|Uttar Pradesh|CW1UGO000161|Chhatnag Allahabad|Allahabad|HO/FF|463971|Ganga|GDSQ|25.3931|81.9164|gang|x2A|PF12-4121498710|||GM, Chhatanag town north|25.40769|81.92184|1.71|0.7215|25.38952|81.91041|439651.4|440422.2|25.39167|81.91417|439985.5|-5.2|-0.1|||1|1|1|1|1|1|G1
IN-gang_chhin|Ganga|IN|CWC|Uttarakhand|CW1ARA001391|Chhinka|Chamoli|HO|5401|Birahi|GD|30.4133|79.3664|gang|x2A|PF12-4120753480||on Alakananda river|OSM, Chhinka town north|30.4152|79.36643|0.21|0.2649|30.41458|79.36873|5402.9|5406.5|30.41333|79.36665|5386.2|0|0.3|||1|1|1|1|1|1|G1
IN-gang_chhit|Ganga|IN|CWC|Uttar Pradesh|CW1GAN001494|Chhitaunghat|Kusi Nagar|HO|38294|Gandak|GD|27.435|83.9086|gang|x2A|PF12-4121475280|||GM, Chittauni town south|27.14917|83.95528|32.12|30.9148|27.16458|83.98127|36929.2|36978.8|27.16335|83.97916|36975|-3.6|-0.1|||1|1|1|1|1|1|G3
IN-gang_chill|Ganga|IN|CWC|Uttar Pradesh|CW1YAL000192|Chillaghat|Banda|HO/FF|356642|Ganga/Yamuna|G|25.95|80.15|gang|x2A|PF12-4121493570|||GM, Chilla Ghat town east|25.76728|80.52723|42.87|42.5606|25.77284|80.52705|333500.5|334140.6|25.7725|80.52754|333461.1|-6.5|0|||1|1|1|1|1|1|G3
